ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2023
SAU,Saudi Arabia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2.231
SAU,Saudi Arabia,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. General Authority for Statistics, Kingdom of Saudi Arabia (GSTAT) Latest actual data: 2021 Employment type: Harmonized ILO definition. unemployment rate updated to include expat workers, previously only nationals Primary domestic currency: Saudi riyal Data last updated: 09/2022",n/a
SAU,Saudi Arabia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,31.582
SAU,Saudi Arabia,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,3.868
SAU,Saudi Arabia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,25.103
SAU,Saudi Arabia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",12.314
SEN,Senegal,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",8.108
SEN,Senegal,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",81.399
SEN,Senegal,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,481.88"
SEN,Senegal,Output gap in percent of potential GDP,Percent of potential GDP,,,
SEN,Senegal,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 09/2022,39.597
SEN,Senegal,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 09/2022,30.055
SEN,Senegal,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3.1
SEN,Senegal,Unemployment rate,Percent of total labor force,,,
SEN,Senegal,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,21.351
SEN,Senegal,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-4.479
SEN,Senegal,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,74.279
SEN,Senegal,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-9.542
SRB,Serbia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.7
SRB,Serbia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",175.318
SRB,Serbia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","25,718.88"
SRB,Serbia,Output gap in percent of potential GDP,Percent of potential GDP,,,
SRB,Serbia,Total investment,Percent of GDP,,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2021. The country in its current form has been in existence since 1992. Official data are only available from 1999 onward. The data prior to 1992 is presumably for the former SFR Yugoslavia. Metadata analysis available through the statistics office. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2010 Primary domestic currency: Serbian dinar Data last updated: 09/2022",25.74
SRB,Serbia,Gross national savings,Percent of GDP,,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2021. The country in its current form has been in existence since 1992. Official data are only available from 1999 onward. The data prior to 1992 is presumably for the former SFR Yugoslavia. Metadata analysis available through the statistics office. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2010 Primary domestic currency: Serbian dinar Data last updated: 09/2022",18.777
SRB,Serbia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",8.317
SRB,Serbia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2021 Notes: The Labor Force Survey is conducted every quarter since Q1 2014. Employment type: Harmonized ILO definition. The methodology is harmonized with ILO and Eurostat. Primary domestic currency: Serbian dinar Data last updated: 09/2022,9.707
SRB,Serbia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,40.94
SRB,Serbia,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-1.399
SRB,Serbia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,50.256
SRB,Serbia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-6.963
SYC,Seychelles,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.15
SYC,Seychelles,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.057
SYC,Seychelles,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","40,649.49"
SYC,Seychelles,Output gap in percent of potential GDP,Percent of potential GDP,,,
SYC,Seychelles,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: Seychelles rupee Data last updated: 09/2022,26.892
SYC,Seychelles,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: Seychelles rupee Data last updated: 09/2022,19.209
SYC,Seychelles,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3.331
SYC,Seychelles,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2015 Employment type: National definition Primary domestic currency: Seychelles rupee Data last updated: 09/2022,3
SYC,Seychelles,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,34.729
SYC,Seychelles,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,0.902
SYC,Seychelles,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,61.663
SYC,Seychelles,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-7.683
SLE,Sierra Leone,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.279
SLE,Sierra Leone,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",17.526
SLE,Sierra Leone,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,066.69"
SLE,Sierra Leone,Output gap in percent of potential GDP,Percent of potential GDP,,,
SLE,Sierra Leone,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: Yes, from 2010 Primary domestic currency: Sierra Leonean leone Data last updated: 09/2022",10.965
SLE,Sierra Leone,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: Yes, from 2010 Primary domestic currency: Sierra Leonean leone Data last updated: 09/2022",3.28
SLE,Sierra Leone,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",26.807
SLE,Sierra Leone,Unemployment rate,Percent of total labor force,,,
SLE,Sierra Leone,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,19.836
SLE,Sierra Leone,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-2.62
SLE,Sierra Leone,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,78.089
SLE,Sierra Leone,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-7.685
SGP,Singapore,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.256
SGP,Singapore,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",742.334
SGP,Singapore,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","140,280.14"
SGP,Singapore,Output gap in percent of potential GDP,Percent of potential GDP,,,
SGP,Singapore,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2015 Primary domestic currency: Singapore dollar Data last updated: 09/2022",25.397
SGP,Singapore,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2015 Primary domestic currency: Singapore dollar Data last updated: 09/2022",37.922
SGP,Singapore,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3
SGP,Singapore,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2021 Employment type: National definition. Prior to 1986 unemployment data excludes non-residents. Primary domestic currency: Singapore dollar Data last updated: 09/2022,2.1
SGP,Singapore,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,16.624
SGP,Singapore,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,1.399
SGP,Singapore,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,139.968
SGP,Singapore,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",12.525
SVK,Slovak Republic,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.5
SVK,Slovak Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",221.919
SVK,Slovak Republic,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","40,546.13"
SVK,Slovak Republic,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.479
SVK,Slovak Republic,Total investment,Percent of GDP,,"Source: National Statistics Office. Eurostat & Haver Analytics Latest actual data: 2021 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 09/2022",20.277
SVK,Slovak Republic,Gross national savings,Percent of GDP,,"Source: National Statistics Office. Eurostat & Haver Analytics Latest actual data: 2021 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 09/2022",17.345
SVK,Slovak Republic,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",10.128
SVK,Slovak Republic,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Eurostat & Haver Analytics Latest actual data: 2021 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2022,6.2
SVK,Slovak Republic,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,40.553
SVK,Slovak Republic,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-4.244
SVK,Slovak Republic,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,57.41
SVK,Slovak Republic,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-2.932
SVN,Slovenia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.672
SVN,Slovenia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",111.033
SVN,Slovenia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","52,517.70"
SVN,Slovenia,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",1.657
SVN,Slovenia,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 09/2022",25.25
SVN,Slovenia,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 09/2022",25.668
SVN,Slovenia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",5.067
SVN,Slovenia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2021 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2022,4.28
SVN,Slovenia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,43.258
SVN,Slovenia,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-2.83
SVN,Slovenia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,66.658
SVN,Slovenia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",0.417
SLB,Solomon Islands,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.577
SLB,Solomon Islands,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.775
SLB,Solomon Islands,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,428.57"
SLB,Solomon Islands,Output gap in percent of potential GDP,Percent of potential GDP,,,
SLB,Solomon Islands,Total investment,Percent of GDP,,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. This has been updated till 2016 with data provided by the country authorities. For 2017 and onwards, real GDP is estimated by the staff, based on sectoral growth assumptions provided by the Central Bank of Solomon Islands. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 08/2022",21.375
SLB,Solomon Islands,Gross national savings,Percent of GDP,,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. This has been updated till 2016 with data provided by the country authorities. For 2017 and onwards, real GDP is estimated by the staff, based on sectoral growth assumptions provided by the Central Bank of Solomon Islands. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 08/2022",8.231
SLB,Solomon Islands,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3.608
SLB,Solomon Islands,Unemployment rate,Percent of total labor force,,,
SLB,Solomon Islands,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,31.427
SLB,Solomon Islands,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-4.182
SLB,Solomon Islands,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,21.659
SLB,Solomon Islands,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-13.144
SOM,Somalia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.081
SOM,Somalia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",22.036
SOM,Somalia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,372.87"
SOM,Somalia,Output gap in percent of potential GDP,Percent of potential GDP,,,
SOM,Somalia,Total investment,Percent of GDP,,,
SOM,Somalia,Gross national savings,Percent of GDP,,,
SOM,Somalia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3.9
SOM,Somalia,Unemployment rate,Percent of total labor force,,,
SOM,Somalia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,6.307
SOM,Somalia,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-0.296
SOM,Somalia,General government gross debt,Percent of GDP,,,
SOM,Somalia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-14.134
ZAF,South Africa,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.1
ZAF,South Africa,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",994.511
ZAF,South Africa,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","16,042.71"
ZAF,South Africa,Output gap in percent of potential GDP,Percent of potential GDP,,,
ZAF,South Africa,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: South African rand Data last updated: 09/2022,14.106
ZAF,South Africa,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: South African rand Data last updated: 09/2022,13.1
ZAF,South Africa,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",5.142
ZAF,South Africa,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2021 Employment type: Harmonized ILO definition Primary domestic currency: South African rand Data last updated: 09/2022,35.575
ZAF,South Africa,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,27.671
ZAF,South Africa,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-5.36
ZAF,South Africa,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,70.726
ZAF,South Africa,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-1.006
SSD,South Sudan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.615
SSD,South Sudan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",14.911
SSD,South Sudan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",993.227
SSD,South Sudan,Output gap in percent of potential GDP,Percent of potential GDP,,,
SSD,South Sudan,Total investment,Percent of GDP,,"Source: IMF Staff Estimates. National Bureau of Statistics Latest actual data: 2018 Notes: Preliminary results by NBS, will be revised with time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December. Authorities report on fiscal year July/June Base year: 2010 Chain-weighted: No Primary domestic currency: South Sudanese pound Data last updated: 08/2022",31.385
SSD,South Sudan,Gross national savings,Percent of GDP,,"Source: IMF Staff Estimates. National Bureau of Statistics Latest actual data: 2018 Notes: Preliminary results by NBS, will be revised with time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December. Authorities report on fiscal year July/June Base year: 2010 Chain-weighted: No Primary domestic currency: South Sudanese pound Data last updated: 08/2022",33.478
SSD,South Sudan,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",21.679
SSD,South Sudan,Unemployment rate,Percent of total labor force,,,
SSD,South Sudan,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,29.783
SSD,South Sudan,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,2.495
SSD,South Sudan,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,29.705
SSD,South Sudan,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",2.093
ESP,Spain,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.211
ESP,Spain,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,322.75"
ESP,Spain,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","48,594.47"
ESP,Spain,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.362
ESP,Spain,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 Notes: 2022Q2 data reflects the first reading published on July 29, 2022. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995. Chain-weighted and converted to market prices Primary domestic currency: Euro Data last updated: 09/2022",22.113
ESP,Spain,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 Notes: 2022Q2 data reflects the first reading published on July 29, 2022. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995. Chain-weighted and converted to market prices Primary domestic currency: Euro Data last updated: 09/2022",21.865
ESP,Spain,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",4.853
ESP,Spain,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2021 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2022,12.302
ESP,Spain,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,43.8
ESP,Spain,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-4.423
ESP,Spain,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,112.149
ESP,Spain,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.248
LKA,Sri Lanka,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-3.013
LKA,Sri Lanka,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",320.099
LKA,Sri Lanka,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","14,140.09"
LKA,Sri Lanka,Output gap in percent of potential GDP,Percent of potential GDP,,,
LKA,Sri Lanka,Total investment,Percent of GDP,,Source: National Statistics Office. Department of Census and Statistics Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015. Staff used splicing method for the historical series. Chain-weighted: No Primary domestic currency: Sri Lankan rupee Data last updated: 09/2022,24.941
LKA,Sri Lanka,Gross national savings,Percent of GDP,,Source: National Statistics Office. Department of Census and Statistics Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015. Staff used splicing method for the historical series. Chain-weighted: No Primary domestic currency: Sri Lankan rupee Data last updated: 09/2022,22.977
LKA,Sri Lanka,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",29.47
LKA,Sri Lanka,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Department of Census and Statistics Latest actual data: 2021 Primary domestic currency: Sri Lankan rupee Data last updated: 09/2022,5
LKA,Sri Lanka,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,n/a
LKA,Sri Lanka,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a
LKA,Sri Lanka,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a
LKA,Sri Lanka,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-1.964
KNA,St. Kitts and Nevis,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.832
KNA,St. Kitts and Nevis,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.758
KNA,St. Kitts and Nevis,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","29,856.48"
KNA,St. Kitts and Nevis,Output gap in percent of potential GDP,Percent of potential GDP,,,
KNA,St. Kitts and Nevis,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2020. Preliminary. Notes: Historical values for expenditure based GDP components are not reported by authorities and are estimated by IMF staff using data from balance of payments and fiscal accounts. GDP expenditure component estimates prior 2014 have been removed due to internal inconsistencies arising from methodological changes to international trade estimates from the balance of payments applicable to data reported after 2014. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 08/2022,27
KNA,St. Kitts and Nevis,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2020. Preliminary. Notes: Historical values for expenditure based GDP components are not reported by authorities and are estimated by IMF staff using data from balance of payments and fiscal accounts. GDP expenditure component estimates prior 2014 have been removed due to internal inconsistencies arising from methodological changes to international trade estimates from the balance of payments applicable to data reported after 2014. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 08/2022,23.01
KNA,St. Kitts and Nevis,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2.813
KNA,St. Kitts and Nevis,Unemployment rate,Percent of total labor force,,,
KNA,St. Kitts and Nevis,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,33.652
KNA,St. Kitts and Nevis,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,0.813
KNA,St. Kitts and Nevis,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,55.157
